Lege Hida,88467,Oromia,1
Ginir,107008,Oromia,1
Rayitu,47493,Oromia,1
Seweyna,93860,Oromia,1
Dawe Ketchen,43497,Oromia,1
Ginir town,31266,Oromia,1
Ayisha,76812,Somali,1
Dembel,108529,Somali,1
Shinile,67827,Somali,1
Erer (SM),92091,Somali,1
Afdem,75196,Somali,1
Hadhagala,67010,Somali,1
Miesso,94582,Somali,1
Gota-Biki,48599,Somali,1
Gablalu,30812,Somali,1
Gursum (SM),36247,Somali,1
Babile,102264,Somali,1
Shabeeley,80653,Somali,1
Aw-Bare,315306,Somali,1
Kebribeyah,126148,Somali,1
Harshin,106116,Somali,1
Tuliguled,65554,Somali,1
Goljano,55828,Somali,1
Jigjiga town,163208,Somali,1
Wajale town,29440,Somali,1
Kebribayah town,18068,Somali,1
Koran /Mulla,20980,Somali,1
Haroreys,59585,Somali,1
Harawo,104903,Somali,1
Degehamedo,77269,Somali,1
Degehabur,43189,Somali,1
Aware,43754,Somali,1
Gashamo,102136,Somali,1
Gunagado,149302,Somali,1
Bilcil-Bur,22076,Somali,1
Degahabur town,40812,Somali,1
Yocale,42371,Somali,1
Daror,39980,Somali,1
Burqod,36795,Somali,1
Ararso,40217,Somali,1
Dig,22075,Somali,1
Fik,93700,Somali,1
Hamero,58679,Somali,1
Lagahida,23030,Somali,1
Meyumuluka,15748,Somali,1
Qubi,42979,Somali,1
Yahob,20980,Somali,1
Wangey,20980,Somali,1
Shaygosh,64324,Somali,1
Kebridehar,73652,Somali,1
Shilabo,76088,Somali,1
Debeweyin,92645,Somali,1
Marsin,75575,Somali,1
Kebridehar town,39840,Somali,1
Goglo,25537,Somali,1
Lasdhankayre,20429,Somali,1
Higloley,20477,Somali,1
El-Ogaden,20429,Somali,1
Bodaley,18386,Somali,1
East Imi,105355,Somali,1
Adadle,110110,Somali,1
Danan,34163,Somali,1
Gode,22943,Somali,1
Kelafo,102249,Somali,1
Mustahil,61924,Somali,1
Ferfer,51530,Somali,1
Berocano,67629,Somali,1
Godey town,64169,Somali,1
Elale,17244,Somali,1
Aba-Korow,30375,Somali,1
Danod,30762,Somali,1
Bokh,136355,Somali,1
Galadi,129658,Somali,1
Warder,43966,Somali,1
Daratole,32019,Somali,1
Lehel-Yucub,26918,Somali,1
Galhamur,37545,Somali,1
Charati,121473,Somali,1
Elkare /Serer,76354,Somali,1
West Imi,63576,Somali,1
Hargele,104673,Somali,1
Barey,103719,Somali,1
Dolobay,111289,Somali,1
Raso,41221,Somali,1
Kohle /Qoxle,29622,Somali,1
God-God,20429,Somali,1
Filtu,113652,Somali,1
Dolo Odo,143375,Somali,1
Goro Baqaqsa,67819,Somali,1
Guradamole,27660,Somali,1
Quarsadula,55300,Somali,1
Deka Suftu,59529,Somali,1
Bokolmayo,51533,Somali,1
Ayun,20456,Somali,1
Elwayne,30871,Somali,1
Garbo,49522,Somali,1
Salahad,33782,Somali,1
Sagag,26438,Somali,1
Dihun,21827,Somali,1
Horshagah,19407,Somali,1
Hararey,20730,Somali,1
Moyale (SM),269161,Somali,1
Hudet,57121,Somali,1
Mubarek,66531,Somali,1
Qada Duma,76554,Somali,1
Dangura,81368,Benishangul Gumz,1
Guba,24614,Benishangul Gumz,1
Wenbera,92466,Benishangul Gumz,1
Madira,69161,Benishangul Gumz,1
Debati,104927,Benishangul Gumz,1
Pawe,80100,Benishangul Gumz,1
Bulen,74133,Benishangul Gumz,1
Menge,38948,Benishangul Gumz,1
Kurmuk,24757,Benishangul Gumz,1
Assosa,120710,Benishangul Gumz,1
Sherkole,36562,Benishangul Gumz,1
Bambasi,82920,Benishangul Gumz,1
Bilidigilu,81082,Benishangul Gumz,1
Homosha,31653,Benishangul Gumz,1
Undulu,20442,Benishangul Gumz,1
Zayi,20069,Benishangul Gumz,1
Sedal,29548,Benishangul Gumz,1
Kamashi,34737,Benishangul Gumz,1
Dembi,35089,Benishangul Gumz,1
Mizyiga,46474,Benishangul Gumz,1
Maokomo Special,75181,Benishangul Gumz,1
Kebena,69061,SNNP,1
Abeshege,76866,SNNP,1
Ezha,114844,SNNP,1
Gedebano Gutazer Welene,124619,SNNP,1
Sodo,130394,SNNP,1
Meskan,123978,SNNP,1
Mareko,90329,SNNP,1
Endiguagn,60572,SNNP,1
Gumer,105285,SNNP,1
